hip	simbad_id	ra_deg	dec_deg	v_mag
20635	* kap01 Tau	66.342352	22.293871	4.201
20641	* kap02 Tau	66.354230	22.199999	5.264
20648	* del03 Tau	66.372436	17.927907	4.298
20661	*  70 Tau	66.405511	15.941023	6.439
20698	HD  28086	66.505622	4.373455	6.32
20704	HD  27971	66.526296	31.438908	5.284
20711	* ups Tau	66.576930	22.813580	4.282
20713	*  71 Tau	66.586545	15.618301	4.48
20715	HD  28114	66.587926	8.590264	6.055
20732	* pi. Tau	66.651548	14.713782	4.69
20771	HD  28191	66.752954	2.079411	6.221
20772	HD  27855	66.753632	57.585307	6.29
20776	HD  26836	66.762230	80.824160	5.43
20781	HD  28454	66.774853	-46.947492	6.1
20789	*  72 Tau	66.822712	22.996327	5.514
20804	HD  28217	66.869873	11.212280	5.87
20825	HD  28732	66.941787	-62.521203	5.735
20842	HD  28226	67.003262	21.619903	5.711
20848	HD  28322	67.015150	1.858585	6.139
20856	V* RV Cae	67.039432	-41.959834	6.399
20860	HD  26356	67.055282	83.807787	5.507
20873	*  76 Tau	67.097532	14.740959	5.892
20877	*  75 Tau	67.109875	16.359675	4.969
20884	*  44 Eri	67.133838	1.380825	5.532
20885	* tet01 Tau	67.143741	15.962284	3.84
20889	* eps Tau	67.154168	19.180434	3.53
20892	HD  28479	67.162655	-19.458873	5.933
20894	* tet02 Tau	67.165590	15.870875	3.41
20901	* b Tau	67.209015	13.047602	5.014
20904	HD  28271	67.216644	30.361550	6.383
20922	* 228 Eri	67.278856	-13.048369	5.41
20934	HD  28700	67.333692	-46.515270	6.117
20982	HD  26659	67.501480	83.340377	5.472
20985	HD  28505	67.509543	10.262215	6.46
20995	*  80 Tau	67.535824	15.637839	5.552
20997	HD  28625	67.541682	-13.592371	6.219
21029	HD  28527	67.640136	16.194014	4.764
21036	*  83 Tau	67.655679	13.724402	5.395
21038	HD  28459	67.660031	32.457769	6.169
21039	*  81 Tau	67.662038	15.691878	5.454
21042	HD  28776	67.668040	-35.653510	5.95
21053	HD  28568	67.694992	16.148681	6.491
21060	* del Cae	67.708749	-44.953750	5.059
21082	*  84 Tau	67.779960	15.105038	6.303
21110	HD  28763	67.857711	-13.644223	6.25
21137	*  85 Tau	67.965662	15.851624	5.998
21139	*  45 Eri	67.969453	-0.044011	4.896
21144	V* V492 Per	67.987274	36.742689	6.34
21148	*   1 Cam	68.007676	53.910846	5.772
21152	HD  28736	68.020036	5.410041	6.352
21192	HD  28843	68.156474	-3.209540	5.81
21239	HD  28970	68.342029	-10.785337	6.052
21242	* m Per	68.353763	43.063893	6.078
21247	HD  28204	68.377834	72.528606	5.928
21248	* ups01 Eri	68.377301	-29.766492	4.51
21252	V* R Ret	68.386795	-63.029165	6.5
21253	HD  29399	68.391456	-62.823677	5.78
21269	HD  28930	68.450729	9.413561	6.011
21273	* rho Tau	68.462158	14.844428	4.65
21278	*  46 Eri	68.478032	-6.738912	5.72
21281	* alf Dor	68.499072	-55.044979	3.28
21295	HD  28978	68.534448	5.568621	5.678
21296	*  47 Eri	68.548452	-8.231352	5.188
21297	HD  29065	68.549041	-8.970255	5.229
21298	HD  29063	68.559133	-6.837811	6.063
21323	HD  28929	68.658303	28.961151	5.9
21324	HD  29163	68.658926	-24.040502	6.38
21363	HD  29184	68.752961	-19.921383	6.111
21377	HD  29173	68.808817	-9.736369	6.37
21393	* ups02 Eri	68.887658	-30.562342	3.82
21402	*  88 Tau	68.913609	10.160753	4.25
21408	HD  29104	68.927351	19.881789	6.35
21421	* alf Tau	68.980163	16.509302	0.86
21428	HD  29227	69.006959	-3.611634	6.34
21444	* nu. Eri	69.079758	-3.352460	3.928
21452	HD  28780	69.100825	64.261600	5.91
21459	V* V1116 Tau	69.121458	23.340839	6.019
21476	*  58 Per	69.172635	41.264835	4.26
21479	V* R Dor	69.189964	-62.077166	5.4
21486	HD  29435	69.212212	-30.716778	6.271
21515	*  49 Eri	69.306982	0.998328	5.315
21517	V* SZ Tau	69.311574	18.543035	6.37
21525	HD  29559	69.330284	-41.872943	6.4
21547	*  51 Eri	69.400553	-2.473549	5.209
21588	*  89 Tau	69.539336	16.033256	5.776
21589	* c Tau	69.539425	12.510837	4.27
21594	* l Eri	69.545098	-14.304028	3.87
21604	V* HU Tau	69.565959	20.684725	5.842
21611	HD  30479	69.590523	-77.656005	6.038
21644	HD  29573	69.723126	-12.123074	5.002
21666	HD  29805	69.767924	-51.672754	6.44
21670	HD  29499	69.775663	7.870987	5.365
21673	* sig01 Tau	69.788430	15.799836	5.076
21683	* sig02 Tau	69.818759	15.917975	4.665
21685	HD  29613	69.832128	-14.359189	5.463
21689	HD  29459	69.846455	25.218277	6.2
21718	HD  29610	69.946755	-1.052461	6.099
21727	*   3 Cam	69.977838	53.079535	5.073
21735	*  93 Tau	70.014250	12.197613	5.445
21743	HD  29737	70.028339	-24.482368	5.563
21763	*  54 Eri	70.110464	-19.671492	4.3
21770	* alf Cae	70.140469	-41.863751	4.45
21819	HD  29646	70.332339	28.614988	5.729
21823	HD  29526	70.350535	48.300879	5.652
21861	* bet Cae	70.514510	-37.144330	5.05
21881	* tau Tau	70.561247	22.956903	4.258
21914	* lam Pic	70.693432	-50.481335	5.298
21928	*  59 Per	70.726402	43.365120	5.298
21949	* mu. Men	70.766518	-70.931026	5.511
21958	HD  30080	70.788721	-30.765560	5.663
21961	*  95 Tau	70.807318	24.088917	6.151
21972	HD  29721	70.839977	49.973788	5.856
21998	* lam Cae	70.934467	-41.064787	6.218
22003	HD  29867	70.951050	32.865480	6.48
22024	*  56 Eri	71.022170	-8.503570	5.81
22028	HD  30127	71.033256	-18.666585	5.522
22034	HD  29866	71.054252	40.786449	6.08
22040	* kap Dor	71.088243	-59.732738	5.282
22044	HD  30034	71.107619	11.146134	5.379
22081	HD  30610	71.241250	-63.229715	6.466
22086	HD  30238	71.267338	-21.283382	5.692
22109	* mu. Eri	71.375631	-3.254660	4.0
22128	HD  30122	71.426946	23.627993	6.329
22144	HD  30432	71.481048	-39.356614	6.045
22157	HD  30210	71.507252	11.705587	5.346
22170	V* R Pic	71.539776	-49.245850	6.35
22176	HD  30197	71.570112	18.734692	5.981
22189	HD  30321	71.600677	-2.954528	6.316
22192	V* EX Eri	71.607290	-28.087446	6.173
22220	HD  30138	71.685320	40.312590	6.0
22263	*  58 Eri	71.901215	-16.934456	5.5
22280	* zet Cae	71.956571	-30.020372	6.346
22287	*   4 Cam	72.001137	56.757177	5.275
22300	HD  30144	72.029267	55.602612	6.32
22325	*  59 Eri	72.135557	-16.329486	5.755
22336	HD  30562	72.151605	-5.674044	5.77
22354	HD  30545	72.185935	3.588531	6.028
22361	HD  29678	72.209805	75.941220	5.952
22393	HD  30454	72.303530	31.437374	5.578
22407	HD  30453	72.329500	32.588192	5.824
22439	HD  30743	72.426017	-13.769669	6.26
22441	*  96 Tau	72.433674	15.904219	6.11
22449	* pi.03 Ori	72.460047	6.961278	3.19
22453	*   1 Aur	72.477659	37.488280	4.867
22479	*  60 Eri	72.548401	-16.217160	5.028
22488	* nu. Cae	72.567418	-41.320849	6.055
22508	HD  30085	72.651627	70.941526	6.341
22509	* pi.02 Ori	72.653010	8.900181	4.35
22531	* iot Pic A	72.730540	-53.461536	5.57
22534	* iot Pic B	72.735405	-53.459700	6.19
22545	HD  30557	72.788839	48.740665	5.643
22549	* pi.04 Ori	72.801524	5.605104	3.68
22565	* i Tau	72.843598	18.839857	5.085
22573	HD  31093	72.867569	-34.906287	5.833
22597	HD  30870	72.930755	9.975081	6.122
22607	HD  30869	72.958305	13.655135	6.25
22626	HD  30442	73.021748	63.505421	5.467
22667	* omi Ori	73.133177	14.250642	4.721
22678	*   2 Aur	73.158251	36.703188	4.779
22697	HD  30912	73.196321	27.897490	5.961
22699	HD  30823	73.198989	42.586627	5.675
22701	* ome Eri	73.223622	-5.452696	4.4
22717	HD  31975	73.273519	-72.407679	6.28
22720	HD  30752	73.290758	52.841155	6.4
22730	*   5 Ori	73.344891	2.508224	5.324
22737	HD  31754	73.377070	-66.675415	6.416
22783	* alf Cam	73.512547	66.342676	4.29
22797	* pi.05 Ori	73.562904	2.440672	3.73
22833	* g Ori	73.695397	11.425983	5.184
22834	HD  31296	73.699092	7.779096	5.324
22840	HD  31331	73.711288	0.467166	5.965
22842	HD  31069	73.713512	44.060862	6.058
22844	HD  31746	73.720985	-58.547654	6.107
22845	* pi.01 Ori	73.723867	10.150834	4.648
22847	HD  31529	73.728388	-39.628608	6.089
22850	HD  31236	73.743174	19.485387	6.347
22854	*   5 Cam	73.763045	55.259127	5.52
22860	HD  31414	73.778434	-16.740666	5.688
22871	* eta Men	73.796675	-74.936853	5.449
22881	* R Eri	73.827741	-16.417771	5.715
22913	HD  31373	73.958965	15.040262	5.776
22923	HD  31411	73.993134	5.399024	6.485
22936	HD  31134	74.029468	52.869737	5.74
22938	HD  31423	74.037396	7.904671	6.42
22949	HD  31362	74.064907	24.592218	6.324
22955	HD  31327	74.083700	36.168532	6.089
22957	* omi02 Ori	74.092817	13.514469	4.06
22958	* b Eri	74.100778	-5.171357	5.482
23015	* iot Aur	74.248417	33.166094	2.69
23040	*   7 Cam	74.321657	53.752102	4.433
23041	HD  31623	74.321629	-1.067257	6.241
23043	HD  31539	74.343104	17.153666	5.49
23060	HD  31726	74.436186	-14.231917	6.139
23068	*  99 Tau	74.452690	23.948569	5.806
23088	* k Tau	74.539134	25.050407	5.785
23092	HD  31739	74.545466	-2.212736	6.338
23123	* pi.06 Ori	74.637093	1.714014	4.459
23148	* ksi Men	74.712363	-82.470516	5.828
23161	HD  31764	74.747547	14.543250	6.058
23179	* ome Aur	74.814206	37.890245	5.0
23216	*   8 Cam	74.943034	53.155452	6.083
23221	*  63 Eri	74.960223	-10.263310	5.39
23231	*  64 Eri	74.982237	-12.537417	4.77
23251	HD  33519	75.055154	-78.300027	6.279
23261	*   5 Aur	75.076415	39.394705	5.97
23265	HD  30338	75.086344	81.194091	5.09
23268	*   6 Aur	75.096728	39.654654	6.48
23296	HD  32115	75.165866	-2.066030	6.32
23311	HD  32147	75.204164	-5.753673	6.21
23362	HD  32309	75.356586	-20.051919	4.885
23364	* psi Eri	75.359774	-7.173965	4.78
23377	HD  32453	75.393843	-39.718046	6.007
23408	HD  32263	75.459803	0.722109	5.908
23416	* eps Aur	75.492227	43.823310	2.99
23430	HD  32436	75.540923	-26.275028	5.002
23442	HD  31312	75.582559	74.269367	6.04
23446	HD  32515	75.595019	-31.771334	5.903
23453	* zet Aur	75.619514	41.075832	3.75
23467	* bet Men	75.679159	-71.314299	5.294
23474	*   1 Lep	75.687412	-22.795053	5.738
23475	HD  32393	75.689145	-4.210121	5.853
23482	* eta01 Pic	75.702859	-49.151406	5.372
23497	* iot Tau	75.773944	21.589961	4.615
23511	HD  32188	75.827655	41.441649	6.111
23522	* bet Cam	75.854546	60.442246	4.02
23551	HD  32612	75.967186	-14.370230	6.406
23554	HD  32667	75.971966	-24.388148	5.582
23555	HD  32820	75.974801	-41.744952	6.303
23582	HD  31563	76.053316	73.763887	6.22
23583	HD  32406	76.060702	30.494583	6.16
23589	HD  32482	76.089953	21.277930	6.188
23595	* gam Cae	76.101676	-35.482975	4.574
23596	* gam02 Cae	76.108988	-35.705106	6.31
23607	*  11 Ori	76.142288	15.404102	4.661
23617	HD  31590	76.165281	74.066956	6.12
23643	HD  32686	76.227190	-3.039676	6.031
23649	* eta02 Pic	76.241726	-49.577834	5.01
23653	HD  33116	76.252524	-54.407401	6.261
23668	HD  32890	76.317481	-26.152390	5.695
23680	V* W Ori	76.348829	1.177626	6.1
23685	* eps Lep	76.365268	-22.371034	3.18
23693	* zet Dor	76.377732	-57.472705	4.708
23724	HD  32608	76.503830	35.936351	6.5
23734	*  11 Cam	76.535220	58.972373	5.08
23737	HD  33875	76.538730	-73.037671	6.257
23743	*  12 Cam	76.550574	59.021339	6.13
23766	HD  32356	76.623792	61.169750	5.994
23767	* eta Aur	76.628726	41.234476	3.18
23777	HD  32996	76.653095	-13.122621	6.039
23794	*  66 Eri	76.690220	-4.655167	5.12
23799	HD  32655	76.706481	43.174706	6.207
23818	HD  33095	76.790604	-19.391903	6.44
23831	HD  33093	76.854013	-12.491270	5.956
23840	V* WZ Dor	76.891779	-63.399680	5.205
23871	* l Tau	76.951665	20.418376	5.28
23874	HD  33162	76.957533	-12.592659	6.33
23875	* bet Eri	76.962395	-5.086497	2.79
23883	* 105 Tau	76.980979	21.704819	5.92
23900	* 103 Tau	77.027593	24.265175	5.5
23908	HD  33238	77.055254	-15.095342	6.39
23916	HD  33224	77.084128	-8.665325	5.78
23941	*  68 Eri	77.182078	-4.456208	5.119
23949	* 107 Tau	77.210138	19.859859	6.5
23972	* lam Eri	77.286600	-8.754084	4.27
23983	* h Ori	77.331847	9.829584	5.43
24003	HD  32518	77.403002	69.639404	6.42
24010	*  15 Ori	77.424821	15.597213	4.82
24019	HD  33204	77.437891	28.030468	5.997
24041	HD  33419	77.513590	-0.565322	6.102
24114	HD  33667	77.685794	-25.910458	6.395
24126	V* S Pic	77.738522	-48.507071	6.5
24130	HD  33555	77.741768	-2.254115	6.236
24162	HD  33608	77.829901	-2.490782	5.892
24169	V* RX Lep	77.845298	-11.849087	5.68
24193	HD  33463	77.909630	29.903564	6.423
24197	HD  33554	77.923184	16.045675	5.163
24203	HD  33646	77.938966	1.037029	5.89
24244	* iot Lep	78.074627	-11.869101	4.45
24254	V* BN Cam	78.093560	73.946678	5.45
24294	HD  33833	78.200537	-6.057189	5.892
24305	* mu. Lep	78.232929	-16.205463	3.29
24313	HD  33266	78.261729	61.850041	6.167
24327	* kap Lep	78.307821	-12.941292	4.44
24331	* rho Ori	78.322831	2.861239	4.48
24332	HD  33632	78.322699	37.337311	6.47
24340	* mu. Aur	78.357175	38.484499	4.821
24348	*  14 Cam	78.380187	62.691133	6.477
24349	BD+01   938	78.381480	1.967680	6.09
24372	* tet Dor	78.439399	-67.185258	4.801
24377	HD  33946	78.446902	0.560414	6.323
24384	HD  34347	78.472224	-52.030755	6.023
24394	HD  34045	78.499789	-14.606870	6.21
24426	HD  34266	78.620191	-35.976997	5.731
24436	* bet Ori	78.634467	-8.201638	0.13
24440	HD  32781	78.648006	76.472756	6.42
24450	HD  34043	78.683538	5.156147	5.494
24451	HD  33654	78.684469	53.213947	6.16
24479	HD  33618	78.797509	59.405688	6.135
24493	HD  34180	78.827072	-1.409156	6.154
24504	*  14 Aur	78.851642	32.687600	5.0
24505	HD  34310	78.851551	-26.943508	5.04
24507	HD  35184	78.853489	-73.588476	6.5
24512	* 108 Tau	78.865228	22.284856	6.27
24520	HD  34587	78.911726	-52.182178	6.45
24555	*  18 Ori	79.017228	11.341355	5.515
24560	BD-11  1117	79.043985	-11.352560	6.46
24575	V* AE Aur	79.075622	34.312318	5.96
24607	HD  34317	79.170998	1.947327	6.408
24608	* alf Aur	79.172328	45.997991	0.08
24659	* omi Col	79.371203	-34.895201	4.83
24674	* tau Ori	79.401626	-6.844407	3.59
24679	HD  34538	79.417675	-13.519827	5.488
24732	HD  33541	79.555176	73.268097	5.83
24738	V* PU Aur	79.565405	42.792110	5.65
24740	*  17 Aur	79.578734	33.767366	6.144
24771	HD  34332	79.668030	40.465123	6.199
24786	HD  34721	79.710304	-18.130052	5.96
24799	V* IQ Aur	79.750119	33.748395	5.371
24813	* lam Aur	79.785314	40.099051	4.71
24817	*  21 Ori	79.796750	2.595800	5.325
24820	HD  34579	79.811210	20.134591	6.107
24822	* n Tau	79.819192	22.096506	4.948
24825	HD  34798	79.822655	-18.519918	6.39
24829	* zet Pic	79.842229	-50.605967	5.45
24831	HD  34868	79.848688	-27.368885	5.972
24832	*  18 Aur	79.848974	33.985388	6.489
24836	*  15 Cam	79.866081	58.117365	6.125
24845	* lam Lep	79.893843	-13.176769	4.29
24847	HD  34748	79.897027	-1.411911	6.35
24873	* nu. Lep	79.995930	-12.315586	5.284
24879	*  19 Aur	80.003838	33.958054	5.03
24881	HD  34498	80.009661	44.425384	6.48
24902	HD  34557	80.061143	41.086238	5.456
24909	HD  35046	80.086290	-34.698850	6.336
24914	HD  34255	80.094211	62.653711	5.598
24925	HD  34880	80.110031	-5.367526	6.42
24927	HD  34968	80.112145	-21.239764	4.729
24955	HD  34200	80.169515	66.746879	6.38
24960	HD  34878	80.182343	2.544779	6.43
24977	HD  34810	80.235895	19.814344	6.205
24984	HD  34762	80.247202	27.957269	6.33
25001	HD  34790	80.302864	29.569887	5.67
25007	HD  35165	80.320251	-34.345048	6.09
25028	HD  35007	80.382683	-0.416493	5.68
25041	HD  34989	80.431510	8.428555	5.8
25044	* o Ori	80.440614	-0.382467	4.74
25045	CD-24  3023	80.442727	-24.772984	5.06
25048	* rho Aur	80.451736	41.804572	5.207
25059	HD  35137	80.480459	-17.603632	6.47
25098	* kap Pic	80.592279	-56.134399	6.086
25142	*  23 Ori	80.708350	3.544459	5.0
25143	HD  34904	80.709643	41.029260	5.542
25180	HD  35386	80.799971	-26.705432	6.49
25187	HD  35281A	80.827126	-8.415595	6.15
25192	*  22 Aur	80.845302	28.936761	6.46
25194	V* SW Col	80.850102	-39.678419	5.77
25197	*  16 Cam	80.866011	57.544399	5.25
25202	*   8 Lep	80.875650	-13.927353	5.229
25205	V* V1649 Ori	80.879440	5.323086	6.334
25216	* 110 Tau	80.907120	16.699266	6.096
25223	HD  35299	80.926286	-0.159819	5.7
25247	* e Ori	80.986782	-7.808063	4.12
25280	HD  35505	81.118696	-16.975777	5.636
25281	* eta Ori	81.119236	-2.397148	3.35
25282	* p Ori	81.120404	-0.891335	5.072
25288	HD  35407	81.150425	2.353165	6.297
25290	HD  35238	81.160097	31.223913	6.29
25291	HD  35239	81.160499	31.143148	5.925
25292	* sig Aur	81.163089	37.385349	4.996
25301	HD  35202	81.186668	36.199945	6.46
25302	* psi01 Ori	81.186781	1.846445	4.96
25303	* tet Pic	81.192867	-52.316245	6.23
25317	HD  35765	81.231569	-44.225688	6.084
25322	HD  34450	81.247569	73.707196	6.47
25329	HD  35536	81.257266	-10.328886	5.586
25336	* gam Ori	81.282764	6.349703	1.64
25368	HD  35575	81.402077	-1.491293	6.42
25378	HD  35588	81.445911	0.520242	6.144
25397	HD  35736	81.499272	-19.695403	5.817
25401	HD  35640	81.509846	-5.518506	6.233
25410	* 113 Tau	81.523842	16.700160	6.23
25412	V* R Oct	81.525807	-86.388266	6.4
25428	* bet Tau	81.572971	28.607452	1.65
25429	* lam Dor	81.580274	-58.912518	5.129
25453	HD  35656	81.661790	6.868658	6.399
25471	HD  35520	81.703348	34.391807	5.905
25473	* psi02 Ori	81.709289	3.095673	4.611
25475	HD  35521	81.713679	33.262259	6.158
25476	HD  35519	81.726323	35.457274	6.151
25482	HD  36584	81.749182	-68.622541	6.12
25486	V* AF Lep	81.769847	-11.900963	6.295
25488	HD  36060	81.772132	-40.943524	5.847
25492	HD  35600	81.784468	30.208603	5.72
25499	* 115 Tau	81.792062	17.962211	5.404
25502	HD  35693	81.807892	15.257628	6.182
25505	HD  35775	81.814176	2.341202	6.35
25532	HD  35991	81.902085	-21.375713	6.065
25539	* o Tau	81.908684	21.936968	4.868
25541	* phi Aur	81.912016	34.475880	5.059
25555	* 116 Tau	81.940034	15.874050	5.515
25582	HD  35912	82.006126	1.298250	6.38
25583	* 117 Tau	82.006709	17.239130	5.758
25606	* bet Lep	82.061345	-20.759444	2.84
25608	HD  36187	82.063896	-37.230763	5.552
25638	HD  35909	82.144890	13.678979	6.34
25667	HD  36058	82.237123	-3.307429	6.38
25695	* 118 Tau	82.318750	25.150216	5.48
25708	HD  36134	82.348686	-3.446393	5.78
25730	HD  35984	82.419391	29.186464	6.19
25732	HD  36150	82.423369	-0.802547	6.5
25737	*  31 Ori	82.433258	-1.092238	4.71
25751	HD  36166	82.478226	1.789259	5.745
25768	HD  36553	82.539496	-47.077654	5.453
25769	*  17 Cam	82.542514	63.067219	5.407
25776	*  31 Men	82.557845	-84.785102	6.186
25781	HD  36876	82.566136	-63.927684	6.19
25785	V* CK Ori	82.583014	4.204795	6.202
25786	HD  36285	82.586474	-7.434816	6.313
25790	HD  36162	82.609016	15.360447	5.934
25806	HD  36160	82.680616	22.462255	6.291
25810	HD  36041	82.687850	39.825913	6.377
25813	*  32 Ori	82.696045	5.948137	4.2
25816	HD  36040	82.702713	41.461992	5.991
25853	*  10 Lep	82.781783	-20.863658	5.525
25859	* eps Col	82.803115	-35.470507	3.87
25861	* n01 Ori	82.810549	3.292131	5.46
25869	HD  36430	82.837055	-6.708380	6.208
25887	HD  36734	82.900009	-45.925318	5.844
25918	* gam Men	82.970219	-76.340902	5.2
25923	* ups Ori	82.982750	-7.301538	4.63
25930	* del Ori	83.001667	-0.299095	2.41
25945	* 119 Tau	83.053132	18.594237	4.33
25950	HD  36408A	83.058922	17.058133	6.09
25976	HD  36558	83.158265	0.011925	6.16
25980	HD  36591	83.172296	-1.591832	5.34
25984	* chi Aur	83.181977	32.192022	4.79
25985	* alf Lep	83.182567	-17.822289	2.57
25993	HD  36848	83.214221	-38.513370	5.456
26001	* G Dor	83.248190	-64.227515	5.341
26019	HD  36874	83.280781	-35.139374	5.758
26020	HD  36646	83.280607	-1.717360	6.46
26054	HD  36484	83.364183	32.801181	6.474
26063	V* VV Ori	83.381027	-1.156072	5.34
26064	* 120 Tau	83.381793	18.540230	5.69
26069	* bet Dor	83.406317	-62.489827	3.76
26071	HD  36499	83.409230	34.725571	6.261
26072	HD  36589	83.411821	20.474220	6.189
26079	HD  37226	83.434850	-54.902291	6.418
26093	*  35 Ori	83.476177	14.305568	5.593
26104	HD  36814	83.510301	-7.023751	6.45
26106	HD  36779	83.516211	-1.035727	6.22
26108	HD  36780	83.516865	-1.470242	5.895
26126	*  38 Ori	83.569889	3.766906	5.326
26149	HD  36840	83.622024	-0.012346	6.251
26169	V* WX Men	83.686591	-73.741278	5.85
26176	* phi01 Ori	83.705157	9.489586	4.41
26190	HD  37501	83.739303	-61.176049	6.311
26197	HD  36959	83.754196	-6.009269	5.53
26199	HD  36960	83.761176	-6.002030	4.72
26207	* lam Ori	83.784490	9.934156	3.66
26215	HD  36881	83.805194	10.240077	5.638
26219	HD  37192	83.814480	-33.079727	5.755
26221	* tet01 Ori C	83.818610	-5.389701	5.13
26235	* tet02 Ori A	83.845422	-5.416065	6.39
26237	* c Ori	83.846519	-4.838350	4.59
26241	* iot Ori	83.858276	-5.909889	2.77
26248	* 121 Tau	83.863049	24.039596	5.38
26257	HD  37040	83.879496	-4.364049	6.38
26263	HD  37055	83.899601	-3.252839	6.41
26264	* iot Men	83.900745	-78.820869	6.033
26268	*  45 Ori	83.914517	-4.856067	5.234
26291	HD  36859	83.981251	27.662347	6.247
26300	V* TX Pic	84.011858	-47.313746	6.1
26309	HD  37286	84.042897	-28.708014	6.256
26311	* eps Ori	84.053389	-1.201919	1.69
26315	HD  36719	84.066495	47.715287	6.095
26344	HD  36678	84.146743	54.428659	5.716
26345	HD  37209A	84.148722	-6.064751	5.75
26363	HD  36891	84.218400	40.182381	6.082
26366	* phi02 Ori	84.226619	9.290671	4.09
26368	*  29 Dor	84.229077	-66.560285	6.274
26382	* 122 Tau	84.265565	17.040327	5.525
26386	HD  37171	84.268260	11.034996	5.9
26394	* pi. Men	84.291195	-80.469121	5.67
26395	HD  37306	84.286551	-11.775516	6.089
26408	*  19 Cam	84.312779	64.154688	6.179
26410	HD  36496	84.316767	66.696692	6.29
26412	* nu.01 Col	84.318763	-27.871454	6.14
26414	HD  37232	84.330463	8.951875	6.095
26427	HD  37303	84.363990	-5.938390	6.024
26451	* zet Tau	84.411189	21.142544	3.03
26460	* nu.02 Col	84.435907	-28.689690	5.31
26463	HD  37138	84.440858	33.559168	6.355
26477	HD  37356	84.472438	-4.814035	6.18
26487	HD  37320	84.504662	7.541417	5.852
26515	HD  37781	84.572585	-50.640996	6.42
26535	HD  37481	84.658223	-6.573957	5.96
26536	*  26 Aur	84.658688	30.492418	5.406
26545	HD  37717	84.681365	-40.707310	5.804
26549	* sig Ori	84.686522	-2.600079	3.79
26563	* d Ori	84.721180	-7.212830	4.8
26571	HD  37329	84.739056	26.618070	6.43
26592	HD  37250	84.786233	41.358563	6.44
26594	* ome Ori	84.796441	4.121469	4.59
26606	HD  37367	84.826306	29.215219	5.984
26616	HD  37439	84.862980	21.762952	6.43
26623	HD  37635	84.878506	-9.706629	6.481
26624	HD  37594	84.879794	-3.564704	5.974
26634	* alf Col	84.912254	-34.074110	2.65
26638	HD  36384	84.932112	75.043874	6.17
26640	* 125 Tau	84.934170	25.897094	5.166
26649	HD  37811	84.957666	-32.629216	5.437
26712	HD  37519	85.149614	31.358200	6.04
26713	HD  37744	85.155404	-2.825237	6.22
26718	V* NO Aur	85.175207	31.920610	6.21
26727	* zet Ori	85.189694	-1.942574	1.77
26736	HD  37756	85.211315	-1.128788	4.95
26762	HD  37788	85.273316	0.337754	5.912
26777	* 126 Tau	85.323824	16.534146	4.836
26779	HD  37394	85.334732	53.481058	6.23
26781	HD  37646	85.337403	29.487416	6.392
26796	HD  38056	85.362190	-33.400742	6.342
26821	HD  37971	85.422961	-16.725829	6.2
26853	HD  37784	85.516605	22.660328	6.35
26862	HD  38138	85.548241	-30.535432	6.172
26865	*  12 Lep	85.558162	-22.373714	5.89
26866	HD  38054	85.560318	-17.530374	6.144
26868	V* WZ Col	85.563310	-34.667817	5.283
26882	HD  37289	85.610202	65.697649	5.609
26885	* b Ori	85.619301	1.474629	4.9
26926	HD  38089	85.724642	-6.796168	5.965
26942	*  24 Cam	85.756975	56.581523	6.045
26953	V* V1197 Ori	85.788829	-1.613252	6.311
26964	HD  37967	85.831260	23.204375	6.21
26966	HD  38206	85.840296	-18.557475	5.727
26981	HD  38385	85.875772	-39.406909	6.243
27001	HD  38458	85.921415	-45.832866	6.364
27046	*  23 Cam	86.035193	61.476535	6.161
27072	* gam Lep	86.115794	-22.448385	3.6
27075	HD  38382	86.118314	-20.126573	6.341
27100	* del Dor	86.193208	-65.735498	4.36
27116	HD  38263	86.255369	12.888333	6.46
27118	HD  38309	86.257518	4.008233	6.089
27196	* omi Aur	86.475175	49.826271	5.46
27204	* mu. Col	86.499563	-32.306434	5.18
27212	HD  38495	86.511951	-4.268485	6.31
27243	HD  38871	86.614052	-46.597183	5.302
27249	*  26 Cam	86.626624	56.115576	5.927
27265	* 129 Tau	86.689570	15.822495	5.994
27280	HD  38527	86.717226	9.522340	5.768
27288	* zet Lep	86.738922	-14.821950	3.525
27293	HD  38229	86.750182	51.520874	6.46
27303	HD  38804	86.769070	-28.638913	6.23
27308	HD  38713	86.782518	-16.238079	6.157
27316	* 131 Tau	86.804807	14.488324	5.721
27317	HD  39110	86.805541	-54.360721	6.171
27319	HD  38358	86.811188	42.526746	6.292
27321	* bet Pic	86.821199	-51.066511	3.86
27325	HD  38885	86.827860	-35.674074	6.282
27338	* 130 Tau	86.859148	17.729142	5.455
27341	HD  38735	86.862054	-10.532970	6.09
27346	HD  38058	86.884333	63.598848	6.49
27353	HD  38524	86.894440	25.568620	6.473
27364	* 133 Tau	86.928781	13.899596	5.29
27366	* kap Ori	86.939120	-9.669605	2.06
27421	HD  38670	87.093178	20.869485	6.021
27435	HD  38858	87.145584	-4.094645	5.97
27468	* 132 Tau	87.254046	24.567461	4.873
27472	HD  38284	87.269377	62.808190	6.21
27483	* tau Aur	87.293490	39.181072	4.5
27511	* 134 Tau	87.387210	12.651322	4.875
27512	HD  39312	87.392193	-44.875393	6.373
27517	HD  39070	87.402261	-14.483666	5.49
27530	* gam Pic	87.456917	-56.166666	4.494
27533	HD  39190	87.472934	-22.971881	5.861
27534	* eps Dor	87.473039	-66.901198	5.11
